0	4	0	0	5	5	5	5	5	5	5	2	5	5	5	5	5	5	5	5	0	4	4	0
4	4	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	0	0	4	0
0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4
4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	4	0
0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	4	0
4	4	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	4
0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	4
4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0
0	4	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	4	0
0	4	4	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	4	4
4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4
0	4	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	4	4	4
4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	4	0
4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4
0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0
4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4
4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0
4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4
0	4	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	0	0	4	0
0	4	4	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	4	4	0
4	4	0	5	5	5	5	5	5	5	5	1	5	5	5	5	5	5	5	5	5	0	4	0
